project,genome,file_accession,type,output_type,replicates,pipe,Target,Biosample
ENCSR555DCF,GRCh38,ENCFF760TRJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF512B,MCF-7
ENCSR555PBN,GRCh38,ENCFF425GWD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MAFK,MCF-7
ENCSR557RVF,GRCh38,ENCFF111ICL,bed narrowPeak,IDR thresholded peaks,"1, 3",ENCODE4,ZHX1,K562
ENCSR558OMR,GRCh38,ENCFF373SRR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TFDP1,HepG2
ENCSR559IOZ,GRCh38,ENCFF427HLT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZXDB,HEK293
ENCSR560SEP,GRCh38,ENCFF850FVG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RXRB,HepG2
ENCSR561BQM,GRCh38,ENCFF069QZX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SIX1,HepG2
ENCSR561YGS,GRCh38,ENCFF024GMY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GABPB1,WTC11
ENCSR562POI,GRCh38,ENCFF889SYG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,THAP11,HepG2
ENCSR563FBT,GRCh38,ENCFF455TWM,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,USF2,A549
ENCSR563JME,GRCh38,ENCFF708BNQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF256,HepG2
ENCSR564TIP,GRCh38,ENCFF893GOI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CREM,WTC11
ENCSR564YYW,GRCh38,ENCFF110SBW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF157,HEK293
ENCSR565BVI,GRCh38,ENCFF069YFV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFAT5,HepG2
ENCSR567IOQ,GRCh38,ENCFF745JFN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GLMP,HepG2
ENCSR567NTZ,GRCh38,ENCFF415MKA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TCF15,K562
ENCSR567QAD,GRCh38,ENCFF683VXW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB34,K562
ENCSR567XAM,GRCh38,ENCFF170YAZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF473,HEK293
ENCSR568YNC,GRCh38,ENCFF156EZP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF655,K562
ENCSR569ARC,GRCh38,ENCFF061ZIT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFYC,HepG2
ENCSR569GKR,GRCh38,ENCFF996NWM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF253,HepG2
ENCSR569XNP,GRCh38,ENCFF519VZH,bed narrowPeak,IDR thresholded peaks,"1, 3",ENCODE4,FOS,MCF-7
ENCSR571BUF,GRCh38,ENCFF952WKN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARHGAP35,K562
ENCSR574UJE,GRCh38,ENCFF837BSM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF485,HepG2
ENCSR574VJG,GRCh38,ENCFF726LLI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFIX,K562
ENCSR574YRZ,GRCh38,ENCFF594DAV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN12,HepG2
ENCSR576AMK,GRCh38,ENCFF893YKY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PPARD,K562
ENCSR577KQD,GRCh38,ENCFF878SVX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF507,K562
ENCSR577YCO,GRCh38,ENCFF639APT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARHGAP35,HepG2
ENCSR578CXC,GRCh38,ENCFF176ATR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF644,HepG2
ENCSR579RFH,GRCh38,ENCFF580MYL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SMAD3,WTC11
ENCSR580HOI,GRCh38,ENCFF089XCL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RELA,HepG2
ENCSR580IAO,GRCh38,ENCFF987UBO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF197,K562
ENCSR581GUY,GRCh38,ENCFF049VST,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP3,SK-N-SH
ENCSR582ZOA,GRCh38,ENCFF079JBB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFIB,MCF-7
ENCSR583CGO,GRCh38,ENCFF486TOR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SP1,WTC11
ENCSR583KLD,GRCh38,ENCFF475HLY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TEF,HepG2
ENCSR584DEL,GRCh38,ENCFF141UZG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF543,HepG2
ENCSR584GHV,GRCh38,ENCFF827MYW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFE2L2,A549
ENCSR586BRJ,GRCh38,ENCFF139XGF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF433,HEK293
ENCSR586DEH,GRCh38,ENCFF330SXS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP1,HepG2
ENCSR588MQZ,GRCh38,ENCFF114HLX,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ZNF626,HEK293
ENCSR589SNT,GRCh38,ENCFF358INM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TFE3,HepG2
ENCSR590BHJ,GRCh38,ENCFF776STO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF275,HepG2
ENCSR590CNM,GRCh38,ENCFF154VTV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GATA4,HepG2
ENCSR590FLL,GRCh38,ENCFF843NBV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF347,K562
ENCSR590IHT,GRCh38,ENCFF857LEC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF302,A549
ENCSR590KEQ,GRCh38,ENCFF596RIT,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,ARNT,GM12878
ENCSR591CCL,GRCh38,ENCFF184IOY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF512,K562
ENCSR591MYB,GRCh38,ENCFF815JML,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF746,HepG2
ENCSR592ZQB,GRCh38,ENCFF168YVH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IRF2,WTC11
ENCSR594HXD,GRCh38,ENCFF695PDY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ELF2,K562
ENCSR595FAO,GRCh38,ENCFF400EYJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF510,HEK293
ENCSR596FEL,GRCh38,ENCFF762NCU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RBPJ,HepG2
ENCSR596IKD,GRCh38,ENCFF772QLT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ETS2,K562
ENCSR597CHL,GRCh38,ENCFF096AYV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF518B,K562
ENCSR597MCV,GRCh38,ENCFF136IUY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,LIN54,HepG2
ENCSR597QZQ,GRCh38,ENCFF854ZPK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,USF3,HepG2
ENCSR597VGC,GRCh38,ENCFF915NTW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ETV6,GM12878
ENCSR600SMN,GRCh38,ENCFF521UKW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXA7,HEK293
ENCSR601KKB,GRCh38,ENCFF684UHQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HMGXB3,HepG2
ENCSR602QEJ,GRCh38,ENCFF708MEQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PPARA,SK-N-SH
ENCSR603BJQ,GRCh38,ENCFF605GXY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXK1,HepG2
ENCSR603TMB,GRCh38,ENCFF235EST,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RARB,SK-N-SH
ENCSR603XLW,GRCh38,ENCFF345IHK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF589,K562
ENCSR604CNJ,GRCh38,ENCFF632JXE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF416,HEK293
ENCSR604UJV,GRCh38,ENCFF992KZC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IRF2,HepG2
ENCSR604VWJ,GRCh38,ENCFF873CUQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF7,HEK293
ENCSR604WXQ,GRCh38,ENCFF283FBB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MSX2,MCF-7
ENCSR605KVV,GRCh38,ENCFF878TPY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF251,HepG2
ENCSR605MGM,GRCh38,ENCFF424QVD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SCRT1,HEK293
ENCSR606KTL,GRCh38,ENCFF569TJP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF239,K562
ENCSR608HVP,GRCh38,ENCFF453MMH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF13,K562
ENCSR608XRC,GRCh38,ENCFF753CVD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF526,HepG2
ENCSR609ZLF,GRCh38,ENCFF442RYH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF431,K562
ENCSR611WZO,GRCh38,ENCFF139YNT,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,SREBF2,HeLa-S3
ENCSR613RDS,GRCh38,ENCFF898ZHK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF619,HepG2
ENCSR613YQN,GRCh38,ENCFF702UDA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF468,HepG2
ENCSR616OSG,GRCh38,ENCFF760HXD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF11,HepG2
ENCSR616WEG,GRCh38,ENCFF165EYN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HBP1,HepG2
ENCSR617POJ,GRCh38,ENCFF795AWO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP1,K562
ENCSR618END,GRCh38,ENCFF632NSF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF430,HepG2
ENCSR618GDK,GRCh38,ENCFF588GNU,bed narrowPeak,IDR thresholded peaks,"1, 4",ENCODE4,CEBPZ,K562
ENCSR618ICR,GRCh38,ENCFF029VWV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RCOR1,A549
ENCSR619GFP,GRCh38,ENCFF166AFQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HINFP,K562
ENCSR619OUC,GRCh38,ENCFF139IGE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB6,HEK293
ENCSR619UPN,GRCh38,ENCFF810OHB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF133,K562
ENCSR620DBD,GRCh38,ENCFF800VNW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP14,HepG2
ENCSR620DUQ,GRCh38,ENCFF599FYT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CREB1,MCF-7
ENCSR620ZUC,GRCh38,ENCFF969GJH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CSRNP2,HepG2
ENCSR621PAN,GRCh38,ENCFF445FCL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HINFP,HepG2
ENCSR622AMZ,GRCh38,ENCFF831IHT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF761,HepG2
ENCSR623KNM,GRCh38,ENCFF486IUH,bed narrowPeak,IDR thresholded peaks,"1, 3",ENCODE4,ELK1,A549
ENCSR623RFC,GRCh38,ENCFF342ETP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SP110,HepG2
ENCSR623TZE,GRCh38,ENCFF126SGU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SMAD4,WTC11
ENCSR625XAV,GRCh38,ENCFF421QJP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB8A,HepG2
ENCSR630GGD,GRCh38,ENCFF098TGJ,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,TFAP2B,SK-N-SH
ENCSR631JFU,GRCh38,ENCFF141IMM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IRF9,HepG2
ENCSR631WAA,GRCh38,ENCFF299VRF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB17,HEK293
ENCSR632SIM,GRCh38,ENCFF221EGY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFHX2,HEK293
ENCSR633HRJ,GRCh38,ENCFF767MSS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HNF1A,HepG2
ENCSR633OVO,GRCh38,ENCFF164JZB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RFX3,HepG2
ENCSR634GEO,GRCh38,ENCFF780JMA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F8,HepG2
ENCSR634WRC,GRCh38,ENCFF545DCW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF512,WTC11
ENCSR634ZGP,GRCh38,ENCFF712VLF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,UBTF,HeLa-S3
ENCSR635GTR,GRCh38,ENCFF209WPT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TEAD2,K562
ENCSR635NOQ,GRCh38,ENCFF790TTV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,KLF8,HEK293
ENCSR635SKD,GRCh38,ENCFF482JEG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFATC3,HepG2
ENCSR636MKU,GRCh38,ENCFF631RZH,bed narrowPeak,IDR thresholded peaks,"3, 4",ENCODE4,BACH1,GM12878
ENCSR636YLV,GRCh38,ENCFF652DIB,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,MAZ,A549
ENCSR637QAM,GRCh38,ENCFF519BGX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TRIM22,GM12878
ENCSR637RKG,GRCh38,ENCFF992LDJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PBX1,A549
ENCSR638QYO,GRCh38,ENCFF716VWY,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4,SREBF2,A549
ENCSR639IIZ,GRCh38,ENCFF951QPJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CEBPG,HepG2
ENCSR639UKJ,GRCh38,ENCFF748SGP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MLLT10,HepG2
ENCSR640STN,GRCh38,ENCFF122AFS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF184,WTC11
ENCSR641XWH,GRCh38,ENCFF253FJQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TOX,SK-N-SH
ENCSR642PQK,GRCh38,ENCFF938KVY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SP4,HepG2
ENCSR643XPG,GRCh38,ENCFF879KUL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF720,HepG2
ENCSR644WQN,GRCh38,ENCFF340TNC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF556,HepG2
ENCSR647CXR,GRCh38,ENCFF435AEQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NKX3-1,HepG2
ENCSR647PJW,GRCh38,ENCFF652ZEN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,SFPQ,K562
ENCSR647PSR,GRCh38,ENCFF581GZR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF687,HepG2
ENCSR647ZXA,GRCh38,ENCFF542DHM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MEF2D,K562
ENCSR648INT,GRCh38,ENCFF143MEF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ILK,K562
ENCSR652OGX,GRCh38,ENCFF653ABW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF511,K562
ENCSR653WFU,GRCh38,ENCFF866OZW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GTF2I,K562
ENCSR654PQY,GRCh38,ENCFF255QEY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF616,HepG2
ENCSR656JZL,GRCh38,ENCFF836QUB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HHEX,HepG2
ENCSR656RTA,GRCh38,ENCFF442AHG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF527,HepG2
ENCSR656SIB,GRCh38,ENCFF195YPT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBED5,HepG2
ENCSR658GYQ,GRCh38,ENCFF737RZJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TSC22D2,MCF-7
ENCSR658UQD,GRCh38,ENCFF594JNI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZUP1,HepG2
ENCSR658YLN,GRCh38,ENCFF174JHS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PATZ1,HepG2
ENCSR659CCI,GRCh38,ENCFF516ZWP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXK1,K562
ENCSR659YWQ,GRCh38,ENCFF443BGE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF449,K562
ENCSR661AXW,GRCh38,ENCFF850BDF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF169,HEK293
ENCSR661IKO,GRCh38,ENCFF503IOR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TRAFD1,HepG2
ENCSR661PKJ,GRCh38,ENCFF417HLM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ONECUT2,HepG2
ENCSR663CTC,GRCh38,ENCFF841YHN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF572,HepG2
ENCSR663NFC,GRCh38,ENCFF122FTW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,STAT5B,K562
ENCSR664FGR,GRCh38,ENCFF019SZJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GPBP1L1,HepG2
ENCSR664POU,GRCh38,ENCFF141SMI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RELA,GM12878
ENCSR665KYH,GRCh38,ENCFF655OAS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF521,HEK293
ENCSR665UFC,GRCh38,ENCFF941FSJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF639,HepG2
ENCSR667WDR,GRCh38,ENCFF737BYI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,FOXJ3,SK-N-SH
ENCSR668HOP,GRCh38,ENCFF664HXY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF580,HEK293
ENCSR669GUM,GRCh38,ENCFF315XFX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF404,HEK293
ENCSR669PVF,GRCh38,ENCFF464WKR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF597,HepG2
ENCSR670UEX,GRCh38,ENCFF216JWP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF710,HepG2
ENCSR672BSA,GRCh38,ENCFF697NJT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ETS1,HepG2
ENCSR672OHP,GRCh38,ENCFF266MUT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,LCOR,K562
ENCSR673GDQ,GRCh38,ENCFF924VAH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF441,HepG2
ENCSR673SGK,GRCh38,ENCFF884UOX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,BCL6B,HEK293
ENCSR674WPB,GRCh38,ENCFF970IRD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TFAM,K562
ENCSR676KDJ,GRCh38,ENCFF528IDR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ARID4B,K562
ENCSR676ZEF,GRCh38,ENCFF437YMN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF398,HEK293
ENCSR678KUJ,GRCh38,ENCFF216KLB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZFP91,HepG2
ENCSR679KXF,GRCh38,ENCFF233UEH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF23,HEK293
ENCSR679STZ,GRCh38,ENCFF499WWI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF792,HEK293
ENCSR680UQE,GRCh38,ENCFF723ZRN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,IKZF2,GM12878
ENCSR681KXT,GRCh38,ENCFF731RBX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF329,HepG2
ENCSR682AAS,GRCh38,ENCFF885HJI,bed narrowPeak,IDR thresholded peaks,"3, 4",ENCODE4,ZNF668,K562
ENCSR686BQM,GRCh38,ENCFF143OQP,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4,EP300,A549
ENCSR689JMN,GRCh38,ENCFF249NCB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PREB,HepG2
ENCSR689YFA,GRCh38,ENCFF509KNA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF146,HEK293
ENCSR691IQB,GRCh38,ENCFF880BEK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZBTB4,GM12878
ENCSR691TXI,GRCh38,ENCFF261PRO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF610,HEK293
ENCSR692HSE,GRCh38,ENCFF755NLD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,YY2,HEK293
ENCSR692RKS,GRCh38,ENCFF798IVN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HOXA10,HepG2
ENCSR693TYT,GRCh38,ENCFF501HSY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF75D,HepG2
ENCSR695SLS,GRCh38,ENCFF108PPK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF510,HepG2
ENCSR695WOH,GRCh38,ENCFF546OSE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MEIS1,HepG2
ENCSR697CNF,GRCh38,ENCFF249WHV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF571,HepG2
ENCSR697WMX,GRCh38,ENCFF076ESL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,HIVEP1,HepG2
ENCSR699RWG,GRCh38,ENCFF922RHM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF215,K562
ENCSR699YFX,GRCh38,ENCFF594YBN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CLOCK,MCF-7
ENCSR699ZES,GRCh38,ENCFF265QIF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF670,HepG2
ENCSR700LFA,GRCh38,ENCFF403FJH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,CREB1,WTC11
ENCSR700USV,GRCh38,ENCFF962IDD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,LRRFIP1,HepG2
ENCSR701RXW,GRCh38,ENCFF224OXG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF530,HEK293
ENCSR701SED,GRCh38,ENCFF094VPO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,OSR1,SK-N-SH
ENCSR701WPG,GRCh38,ENCFF618NTX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF800,HepG2
ENCSR704ENT,GRCh38,ENCFF396ZSB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF776,HepG2
ENCSR704IGU,GRCh38,ENCFF339GYF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZGPAT,HepG2
ENCSR705ASR,GRCh38,ENCFF241RGR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN23,HEK293
ENCSR706OJM,GRCh38,ENCFF065OBK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,POU6F1,SK-N-SH
ENCSR706VOO,GRCh38,ENCFF567HPV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,GATA2,SK-N-SH
ENCSR707BNG,GRCh38,ENCFF875ZRE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MYNN,HEK293
ENCSR707IUN,GRCh38,ENCFF664AZO,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,NFE2L2,HeLa-S3
ENCSR707RKU,GRCh38,ENCFF044VTI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,RORA,HepG2
ENCSR708KAA,GRCh38,ENCFF944IDN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MAFG,HepG2
ENCSR709DRM,GRCh38,ENCFF871CWZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,E2F5,K562
ENCSR710EFA,GRCh38,ENCFF680JFD,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,TEAD2,HepG2
ENCSR710WLO,GRCh38,ENCFF524ZER,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,MGA,K562
ENCSR711KBM,GRCh38,ENCFF409PJJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF12,HepG2
ENCSR711UOA,GRCh38,ENCFF036IPI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF837,HEK293
ENCSR711XNY,GRCh38,ENCFF946JFA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,PKNOX1,GM12878
ENCSR712FAM,GRCh38,ENCFF999NWQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZSCAN9,HepG2
ENCSR712KVZ,GRCh38,ENCFF265MQC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4,ZNF324,K562
